id	coursemoduleid	userid	completionstate	viewed	overrideby	timemodified
700	122	37882	1	0	NULL	1658311408
701	121	37882	1	0	NULL	1658311408
702	120	37882	1	0	NULL	1658311408
703	125	37882	1	0	NULL	1658311410
704	119	37882	1	0	NULL	1658311410
705	117	37882	1	0	NULL	1658311411
706	116	37882	1	0	NULL	1658311411
707	115	37882	1	0	NULL	1658311411
708	114	37882	1	0	NULL	1658311412
709	113	37882	1	0	NULL	1658311414
710	112	37882	1	0	NULL	1658311414
711	111	37882	1	0	NULL	1658311414
712	110	37882	1	0	NULL	1658311415
713	109	37882	1	0	NULL	1658311415
714	118	37882	1	0	NULL	1658311415
715	108	37882	1	0	NULL	1658311417
716	107	37882	1	0	NULL	1658311418
717	106	37882	1	0	NULL	1658311418
718	105	37882	1	0	NULL	1658311418
719	104	37882	1	0	NULL	1658311418
720	103	37882	1	0	NULL	1658311419
721	102	37882	1	0	NULL	1658311420
722	101	37882	1	0	NULL	1658311421
723	100	37882	1	0	NULL	1658311421
724	98	37882	1	0	NULL	1658311422
725	99	37882	1	0	NULL	1658311422
726	97	37882	1	0	NULL	1658311422
727	96	37882	1	0	NULL	1658311424
728	95	37882	1	0	NULL	1658311425
729	94	37882	1	0	NULL	1658311425
730	93	37882	1	0	NULL	1658311426
731	92	37882	1	0	NULL	1658311426
732	91	37882	1	0	NULL	1658311428
733	90	37882	1	0	NULL	1658311428
734	89	37882	1	0	NULL	1658311429
735	88	37882	1	0	NULL	1658311429
736	87	37882	1	0	NULL	1658311429
737	86	37882	1	0	NULL	1658311431
738	85	37882	1	0	NULL	1658311432
739	84	37882	1	0	NULL	1658311432
740	64	37882	1	0	NULL	1658311434
741	63	37882	1	0	NULL	1658311436
742	62	37882	1	0	NULL	1658311436
743	65	37882	1	0	NULL	1658311438
744	61	37882	1	0	NULL	1658311440
745	60	37882	1	0	NULL	1658311440
746	59	37882	1	0	NULL	1658311446
747	57	37882	1	0	NULL	1658311446
748	83	37882	1	0	NULL	1658311447
749	56	37882	1	0	NULL	1658311447
750	82	37882	1	0	NULL	1658311449
751	55	37882	1	0	NULL	1658311449
752	81	37882	1	0	NULL	1658311450
753	54	37882	1	0	NULL	1658311450
754	58	37882	1	0	NULL	1658311451
755	80	37882	1	0	NULL	1658311451
756	53	37882	1	0	NULL	1658311453
757	79	37882	1	0	NULL	1658311454
758	78	37882	1	0	NULL	1658311454
759	52	37882	1	0	NULL	1658311455
760	77	37882	1	0	NULL	1658311455
761	76	37882	1	0	NULL	1658311455
762	75	37882	1	0	NULL	1658311457
763	51	37882	1	0	NULL	1658311458
764	74	37882	1	0	NULL	1658311458
765	73	37882	1	0	NULL	1658311459
766	72	37882	1	0	NULL	1658311459
767	190	37882	1	0	NULL	1658311508
768	230	37882	1	0	NULL	1658311510
769	231	37882	1	0	NULL	1658311511
770	191	37882	1	0	NULL	1658311514
771	236	37882	1	0	NULL	1658311514
772	235	37882	1	0	NULL	1658311516
773	234	37882	1	0	NULL	1658311521
774	233	37882	1	0	NULL	1658311521
775	232	37882	1	0	NULL	1658311522
776	189	37883	1	0	NULL	1658312119
777	29	37890	1	0	NULL	1658314897
778	30	37890	1	0	NULL	1658314900
779	31	37890	1	0	NULL	1658314904
780	32	37890	1	0	NULL	1658314906
781	33	37890	1	0	NULL	1658314909
782	69	37890	1	0	NULL	1658314912
783	70	37890	1	0	NULL	1658314921
784	71	37890	1	0	NULL	1658315058
785	50	37890	1	0	NULL	1658315059
786	72	37890	1	0	NULL	1658315060
787	73	37890	1	0	NULL	1658315069
788	74	37890	1	0	NULL	1658315155
789	51	37890	1	0	NULL	1658315156
790	75	37890	1	0	NULL	1658315158
791	76	37890	1	0	NULL	1658315159
792	77	37890	1	0	NULL	1658315160
793	189	37890	1	0	NULL	1658315444
794	189	37916	1	0	NULL	1658333923
795	189	37936	1	0	NULL	1658319931
796	30	37936	1	0	NULL	1658320060
797	29	37936	1	0	NULL	1658320075
798	69	37936	1	0	NULL	1658320104
799	32	37936	1	0	NULL	1658320109
800	31	37936	1	0	NULL	1658320120
801	33	37936	1	0	NULL	1658320121
802	70	37936	1	0	NULL	1658320122
803	71	37936	1	0	NULL	1658320124
804	50	37936	1	0	NULL	1658320124
805	72	37936	1	0	NULL	1658320124
806	73	37936	1	0	NULL	1658320126
807	74	37936	1	0	NULL	1658320126
808	51	37936	1	0	NULL	1658320127
809	75	37936	1	0	NULL	1658320127
810	76	37936	1	0	NULL	1658320128
811	77	37936	1	0	NULL	1658320129
812	52	37936	1	0	NULL	1658320130
813	78	37936	1	0	NULL	1658320131
814	53	37936	1	0	NULL	1658320132
815	80	37936	1	0	NULL	1658320133
816	54	37936	1	0	NULL	1658320134
817	81	37936	1	0	NULL	1658320135
818	55	37936	1	0	NULL	1658320136
819	82	37936	1	0	NULL	1658320136
820	79	37936	1	0	NULL	1658320137
821	56	37936	1	0	NULL	1658320137
822	83	37936	1	0	NULL	1658320138
823	57	37936	1	0	NULL	1658320138
824	58	37936	1	0	NULL	1658320140
825	59	37936	1	0	NULL	1658320140
826	60	37936	1	0	NULL	1658320141
827	61	37936	1	0	NULL	1658320142
828	62	37936	1	0	NULL	1658320142
829	63	37936	1	0	NULL	1658320143
830	64	37936	1	0	NULL	1658320143
831	65	37936	1	0	NULL	1658320145
832	84	37936	1	0	NULL	1658320146
833	85	37936	1	0	NULL	1658320146
834	86	37936	1	0	NULL	1658320147
835	87	37936	1	0	NULL	1658320147
836	88	37936	1	0	NULL	1658320148
837	89	37936	1	0	NULL	1658320149
838	90	37936	1	0	NULL	1658320150
839	91	37936	1	0	NULL	1658320150
840	92	37936	1	0	NULL	1658320151
841	93	37936	1	0	NULL	1658320151
842	94	37936	1	0	NULL	1658320152
843	95	37936	1	0	NULL	1658320152
844	96	37936	1	0	NULL	1658320154
845	97	37936	1	0	NULL	1658320154
846	99	37936	1	0	NULL	1658320155
847	100	37936	1	0	NULL	1658320156
848	101	37936	1	0	NULL	1658320156
849	102	37936	1	0	NULL	1658320159
850	103	37936	1	0	NULL	1658320160
851	98	37936	1	0	NULL	1658320160
852	104	37936	1	0	NULL	1658320160
853	105	37936	1	0	NULL	1658320161
854	106	37936	1	0	NULL	1658320161
855	107	37936	1	0	NULL	1658320162
856	195	37936	1	0	NULL	1658320163
857	194	37936	1	0	NULL	1658320164
858	129	37936	1	0	NULL	1658320164
859	128	37936	1	0	NULL	1658320165
860	127	37936	1	0	NULL	1658320165
861	126	37936	1	0	NULL	1658320166
862	125	37936	1	0	NULL	1658320166
863	124	37936	1	0	NULL	1658320167
864	123	37936	1	0	NULL	1658320168
865	122	37936	1	0	NULL	1658320169
866	121	37936	1	0	NULL	1658320169
867	120	37936	1	0	NULL	1658320170
868	119	37936	1	0	NULL	1658320170
869	118	37936	1	0	NULL	1658320171
870	117	37936	1	0	NULL	1658320172
871	116	37936	1	0	NULL	1658320172
872	114	37936	1	0	NULL	1658320175
873	115	37936	1	0	NULL	1658320175
874	113	37936	1	0	NULL	1658320322
875	112	37936	1	0	NULL	1658320323
876	111	37936	1	0	NULL	1658320323
877	110	37936	1	0	NULL	1658320323
878	109	37936	1	0	NULL	1658320324
879	108	37936	1	0	NULL	1658320325
880	29	37916	1	0	NULL	1658320431
881	30	37916	1	0	NULL	1658320432
882	31	37916	1	0	NULL	1658320432
883	32	37916	1	0	NULL	1658320432
884	50	37916	1	0	NULL	1658320434
885	71	37916	1	0	NULL	1658320434
886	70	37916	1	0	NULL	1658320434
887	69	37916	1	0	NULL	1658320435
888	72	37916	1	0	NULL	1658320436
889	73	37916	1	0	NULL	1658320436
890	74	37916	1	0	NULL	1658320436
891	195	37916	1	0	NULL	1658320440
892	194	37916	1	0	NULL	1658320440
893	129	37916	1	0	NULL	1658320440
894	128	37916	1	0	NULL	1658320441
895	127	37916	1	0	NULL	1658320441
896	126	37916	1	0	NULL	1658320441
897	125	37916	1	0	NULL	1658320441
898	124	37916	1	0	NULL	1658320444
899	123	37916	1	0	NULL	1658320444
900	122	37916	1	0	NULL	1658320444
901	121	37916	1	0	NULL	1658320444
902	120	37916	1	0	NULL	1658320445
903	119	37916	1	0	NULL	1658320445
904	118	37916	1	0	NULL	1658320446
905	117	37916	1	0	NULL	1658320447
906	116	37916	1	0	NULL	1658320447
907	115	37916	1	0	NULL	1658320447
908	114	37916	1	0	NULL	1658320448
909	113	37916	1	0	NULL	1658320449
910	112	37916	1	0	NULL	1658320449
911	111	37916	1	0	NULL	1658320449
912	110	37916	1	0	NULL	1658320450
913	109	37916	1	0	NULL	1658320450
914	108	37916	1	0	NULL	1658320450
915	107	37916	1	0	NULL	1658320451
916	104	37916	1	0	NULL	1658320452
917	105	37916	1	0	NULL	1658320453
918	103	37916	1	0	NULL	1658320453
919	106	37916	1	0	NULL	1658320457
920	101	37916	1	0	NULL	1658320459
921	100	37916	1	0	NULL	1658320459
922	102	37916	1	0	NULL	1658320460
923	79	37916	1	0	NULL	1658320467
924	78	37916	1	0	NULL	1658320467
925	52	37916	1	0	NULL	1658320467
926	77	37916	1	0	NULL	1658320467
927	76	37916	1	0	NULL	1658320468
928	75	37916	1	0	NULL	1658320468
929	53	37916	1	0	NULL	1658320469
930	51	37916	1	0	NULL	1658320470
931	57	37916	1	0	NULL	1658320473
932	83	37916	1	0	NULL	1658320473
933	56	37916	1	0	NULL	1658320473
934	82	37916	1	0	NULL	1658320474
935	55	37916	1	0	NULL	1658320474
936	81	37916	1	0	NULL	1658320475
937	54	37916	1	0	NULL	1658320475
938	58	37916	1	0	NULL	1658320477
939	59	37916	1	0	NULL	1658320477
940	60	37916	1	0	NULL	1658320477
941	64	37916	1	0	NULL	1658320479
942	63	37916	1	0	NULL	1658320479
943	62	37916	1	0	NULL	1658320479
944	61	37916	1	0	NULL	1658320485
945	65	37916	1	0	NULL	1658320486
946	84	37916	1	0	NULL	1658320486
947	85	37916	1	0	NULL	1658320486
948	99	37916	1	0	NULL	1658320491
949	98	37916	1	0	NULL	1658320492
950	97	37916	1	0	NULL	1658320492
951	96	37916	1	0	NULL	1658320492
952	95	37916	1	0	NULL	1658320493
953	94	37916	1	0	NULL	1658320493
954	93	37916	1	0	NULL	1658320493
955	92	37916	1	0	NULL	1658320495
956	91	37916	1	0	NULL	1658320496
957	90	37916	1	0	NULL	1658320496
958	89	37916	1	0	NULL	1658320498
959	88	37916	1	0	NULL	1658320498
960	87	37916	1	0	NULL	1658320498
961	86	37916	1	0	NULL	1658320498
962	189	37965	1	0	NULL	1658321463
963	189	37895	1	0	NULL	1658326512
964	29	37939	1	0	NULL	1658326748
965	30	37939	1	0	NULL	1658326750
966	31	37939	1	0	NULL	1658326752
967	32	37939	1	0	NULL	1658326753
968	33	37939	1	0	NULL	1658326754
969	69	37939	1	0	NULL	1658326756
970	70	37939	1	0	NULL	1658326756
971	71	37939	1	0	NULL	1658326757
972	50	37939	1	0	NULL	1658326758
973	72	37939	1	0	NULL	1658326758
974	73	37939	1	0	NULL	1658326759
975	74	37939	1	0	NULL	1658326760
976	51	37939	1	0	NULL	1658326761
977	75	37939	1	0	NULL	1658326761
978	76	37939	1	0	NULL	1658326762
979	77	37939	1	0	NULL	1658326763
980	52	37939	1	0	NULL	1658326763
981	78	37939	1	0	NULL	1658326764
982	79	37939	1	0	NULL	1658326765
983	53	37939	1	0	NULL	1658326766
984	80	37939	1	0	NULL	1658326767
985	54	37939	1	0	NULL	1658326769
986	81	37939	1	0	NULL	1658326769
987	55	37939	1	0	NULL	1658326769
988	82	37939	1	0	NULL	1658326771
989	56	37939	1	0	NULL	1658326771
990	83	37939	1	0	NULL	1658326772
991	57	37939	1	0	NULL	1658326773
992	58	37939	1	0	NULL	1658326773
993	59	37939	1	0	NULL	1658326773
994	60	37939	1	0	NULL	1658326774
995	61	37939	1	0	NULL	1658326775
996	62	37939	1	0	NULL	1658326775
997	63	37939	1	0	NULL	1658326776
998	64	37939	1	0	NULL	1658326777
999	65	37939	1	0	NULL	1658326777
1000	84	37939	1	0	NULL	1658326778
1001	85	37939	1	0	NULL	1658326780
1002	86	37939	1	0	NULL	1658326786
