id,status,enrolid,userid,timestart,timeend,modifierid,timecreated,timemodified
243,0,40,29302,0,2147483647,16141,0,0
244,0,40,16141,0,2147483647,16141,0,0
245,0,46,29280,0,2147483647,15712,0,0
246,0,46,15712,0,2147483647,15712,0,0
247,0,139,29435,0,2147483647,15882,0,0
248,0,139,15882,0,2147483647,15882,0,0
249,0,40,29330,0,2147483647,16996,0,0
250,0,40,16996,0,2147483647,16996,0,0
251,0,40,29374,0,2147483647,14927,0,0
252,0,40,14927,0,2147483647,14927,0,0
253,0,40,29339,0,2147483647,14909,0,0
254,0,40,14909,0,2147483647,14909,0,0
255,0,40,29382,0,2147483647,14782,0,0
256,0,40,14782,0,2147483647,14782,0,0
257,0,43,29372,0,2147483647,15685,0,0
258,0,43,15685,0,2147483647,15685,0,0
259,0,46,29372,0,2147483647,15685,0,0
260,0,46,15685,0,2147483647,15685,0,0
261,0,46,29235,0,2147483647,15850,0,0
262,0,46,15850,0,2147483647,15850,0,0
263,0,43,29354,0,2147483647,16851,0,0
264,0,43,16851,0,2147483647,16851,0,0
265,0,40,29354,0,2147483647,16851,0,0
266,0,40,29324,0,2147483647,15502,0,0
267,0,40,15502,0,2147483647,15502,0,0
268,0,40,29381,0,2147483647,14330,0,0
269,0,40,14330,0,2147483647,14330,0,0
270,0,43,29381,0,2147483647,14330,0,0
271,0,43,29345,0,2147483647,16993,0,0
272,0,46,29345,0,2147483647,16993,0,0
273,0,46,16993,0,2147483647,16993,0,0
274,0,46,29270,0,2147483647,15078,0,0
275,0,46,15078,0,2147483647,15078,0,0
276,0,43,29270,0,2147483647,15078,0,0
277,0,43,15078,0,2147483647,15078,0,0
278,0,43,29545,0,2147483647,29468,0,0
279,0,43,29468,0,2147483647,29468,0,0
280,0,43,29553,0,2147483647,27244,0,0
281,0,43,27244,0,2147483647,27244,0,0
282,0,46,29555,0,2147483647,14641,0,0
283,0,46,14641,0,2147483647,14641,0,0
284,0,46,29556,0,2147483647,20981,0,0
285,0,46,20981,0,2147483647,20981,0,0
286,0,40,29573,0,2147483647,29561,0,0
287,0,40,29561,0,2147483647,29561,0,0
288,0,40,29577,0,2147483647,29476,0,0
289,0,40,29476,0,2147483647,29476,0,0
290,0,40,29576,0,2147483647,29562,0,0
291,0,40,29562,0,2147483647,29562,0,0
292,0,40,29570,0,2147483647,29560,0,0
293,0,40,29560,0,2147483647,29560,0,0
294,0,40,29587,0,2147483647,29565,0,0
295,0,40,29565,0,2147483647,29565,0,0
296,0,40,29580,0,2147483647,29557,0,0
297,0,40,29557,0,2147483647,29557,0,0
298,0,40,29584,0,2147483647,29485,0,0
299,0,40,29485,0,2147483647,29485,0,0
300,0,40,29582,0,2147483647,29482,0,0
301,0,40,29482,0,2147483647,29482,0,0
302,0,40,29579,0,2147483647,29478,0,0
303,0,40,29478,0,2147483647,29478,0,0
304,0,40,29586,0,2147483647,29558,0,0
305,0,40,29558,0,2147483647,29558,0,0
306,0,40,29571,0,2147483647,29559,0,0
307,0,40,29559,0,2147483647,29559,0,0
308,0,40,29585,0,2147483647,29480,0,0
309,0,40,29480,0,2147483647,29480,0,0
311,0,40,15771,0,2147483647,15771,0,0
312,0,40,29590,0,2147483647,29513,0,0
313,0,40,29513,0,2147483647,29513,0,0
314,0,40,29588,0,2147483647,29474,0,0
315,0,40,29474,0,2147483647,29474,0,0
317,0,46,15771,0,2147483647,15771,0,0
318,0,40,29592,0,2147483647,29515,0,0
319,0,40,29515,0,2147483647,29515,0,0
320,0,40,29594,0,2147483647,29475,0,0
321,0,40,29475,0,2147483647,29475,0,0
322,0,46,29595,0,2147483647,21094,0,0
323,0,46,21094,0,2147483647,21094,0,0
324,0,40,29596,0,2147483647,29483,0,0
325,0,40,29483,0,2147483647,29483,0,0
326,0,70,29595,0,2147483647,21094,0,0
327,0,70,21094,0,2147483647,21094,0,0
328,0,40,29593,0,2147483647,29512,0,0
329,0,40,29512,0,2147483647,29512,0,0
330,0,43,29578,0,2147483647,29521,0,0
331,0,43,29521,0,2147483647,29521,0,0
332,0,40,29591,0,2147483647,29549,0,0
333,0,40,29549,0,2147483647,29549,0,0
334,0,40,29598,0,2147483647,29507,0,0
335,0,40,29507,0,2147483647,29507,0,0
336,0,40,29600,0,2147483647,29517,0,0
337,0,40,29517,0,2147483647,29517,0,0
338,0,40,29601,0,2147483647,29471,0,0
339,0,40,29471,0,2147483647,29471,0,0
340,0,40,29602,0,2147483647,29563,0,0
341,0,40,29563,0,2147483647,29563,0,0
342,0,40,29603,0,2147483647,29552,0,0
343,0,40,29552,0,2147483647,29552,0,0
344,0,40,29605,0,2147483647,29482,0,0
345,0,40,29606,0,2147483647,29564,0,0
346,0,40,29564,0,2147483647,29564,0,0
347,0,187,29546,0,2147483647,29468,0,0
348,0,187,29468,0,2147483647,29468,0,0
349,0,40,29609,0,2147483647,29480,0,0
350,0,40,29612,0,2147483647,29565,0,0
351,0,40,29613,0,2147483647,29482,0,0
352,0,40,29614,0,2147483647,21072,0,0
353,0,40,21072,0,2147483647,21072,0,0
354,0,40,29617,0,2147483647,29558,0,0
355,0,43,29609,0,2147483647,29480,0,0
356,0,43,29480,0,2147483647,29480,0,0
357,0,43,29590,0,2147483647,29513,0,0
358,0,43,29513,0,2147483647,29513,0,0
359,0,43,29602,0,2147483647,29563,0,0
360,0,43,29563,0,2147483647,29563,0,0
361,0,43,29596,0,2147483647,29483,0,0
362,0,43,29483,0,2147483647,29483,0,0
363,0,43,29588,0,2147483647,29474,0,0
364,0,43,29474,0,2147483647,29474,0,0
365,0,40,29621,0,2147483647,29560,0,0
366,0,43,29606,0,2147483647,29564,0,0
367,0,43,29564,0,2147483647,29564,0,0
368,0,43,29603,0,2147483647,29552,0,0
369,0,43,29552,0,2147483647,29552,0,0
370,0,43,29598,0,2147483647,29507,0,0
371,0,43,29507,0,2147483647,29507,0,0
372,0,43,29580,0,2147483647,29557,0,0
373,0,43,29557,0,2147483647,29557,0,0
374,0,43,29612,0,2147483647,29565,0,0
375,0,43,29565,0,2147483647,29565,0,0
376,0,46,29273,0,2147483647,15563,0,0
377,0,46,15563,0,2147483647,15563,0,0
378,0,43,29584,0,2147483647,29485,0,0
379,0,43,29485,0,2147483647,29485,0,0
380,0,40,29622,0,2147483647,29512,0,0
381,0,46,29598,0,2147483647,29507,0,0
382,0,46,29507,0,2147483647,29507,0,0
383,0,43,29600,0,2147483647,29517,0,0
384,0,43,29517,0,2147483647,29517,0,0
385,0,40,29623,0,2147483647,23151,0,0
386,0,40,23151,0,2147483647,23151,0,0
387,0,40,29624,0,2147483647,29562,0,0
388,0,40,29625,0,2147483647,29478,0,0
389,0,46,29616,0,2147483647,21072,0,0
390,0,46,21072,0,2147483647,21072,0,0
391,0,43,29616,0,2147483647,21072,0,0
392,0,43,21072,0,2147483647,21072,0,0
393,0,43,29601,0,2147483647,29471,0,0
394,0,43,29471,0,2147483647,29471,0,0
395,0,43,29627,0,2147483647,29626,0,0
396,0,43,29626,0,2147483647,29626,0,0
397,0,43,29617,0,2147483647,29558,0,0
398,0,43,29558,0,2147483647,29558,0,0
399,0,43,29605,0,2147483647,29482,0,0
400,0,43,29482,0,2147483647,29482,0,0
401,0,43,29591,0,2147483647,29549,0,0
402,0,43,29549,0,2147483647,29549,0,0
403,0,43,29579,0,2147483647,29478,0,0
404,0,43,29478,0,2147483647,29478,0,0
405,0,43,29592,0,2147483647,29515,0,0
406,0,43,29515,0,2147483647,29515,0,0
407,0,43,29622,0,2147483647,29512,0,0
408,0,43,29512,0,2147483647,29512,0,0
409,0,43,29577,0,2147483647,29476,0,0
410,0,43,29476,0,2147483647,29476,0,0
411,0,43,29621,0,2147483647,29560,0,0
412,0,43,29560,0,2147483647,29560,0,0
413,0,43,29576,0,2147483647,29562,0,0
414,0,43,29562,0,2147483647,29562,0,0
415,0,40,29545,0,2147483647,29468,0,0
416,0,40,29468,0,2147483647,29468,0,0
418,0,40,23130,0,2147483647,23130,0,0
419,0,40,29578,0,2147483647,29521,0,0
420,0,40,29521,0,2147483647,29521,0,0
421,0,43,29624,0,2147483647,29562,0,0
422,0,43,29630,0,2147483647,20989,0,0
423,0,43,20989,0,2147483647,20989,0,0
424,0,40,29630,0,2147483647,20989,0,0
425,0,40,20989,0,2147483647,20989,0,0
426,0,46,29633,0,2147483647,21034,0,0
427,0,46,21034,0,2147483647,21034,0,0
428,0,43,29546,0,2147483647,29468,0,0
429,0,139,29630,0,2147483647,20989,0,0
430,0,139,20989,0,2147483647,20989,0,0
431,0,139,29578,0,2147483647,29521,0,0
432,0,139,29521,0,2147483647,29521,0,0
433,0,43,29638,0,2147483647,23097,0,0
434,0,43,23097,0,2147483647,23097,0,0
435,0,46,29638,0,2147483647,23097,0,0
436,0,46,23097,0,2147483647,23097,0,0
437,0,46,29639,0,2147483647,15193,0,0
438,0,46,15193,0,2147483647,15193,0,0
439,0,40,29644,0,2147483647,27158,0,0
440,0,40,27158,0,2147483647,27158,0,0
441,0,46,29666,0,2147483647,21008,0,0
442,0,46,21008,0,2147483647,21008,0,0
443,0,40,29668,0,2147483647,27066,0,0
444,0,40,27066,0,2147483647,27066,0,0
445,0,43,29672,0,2147483647,14678,0,0
446,0,43,14678,0,2147483647,14678,0,0
447,0,46,29676,0,2147483647,16133,0,0
448,0,46,16133,0,2147483647,16133,0,0
449,0,40,29683,0,2147483647,27146,0,0
450,0,40,27146,0,2147483647,27146,0,0
452,0,139,21064,0,2147483647,21064,0,0
453,0,40,29688,0,2147483647,27229,0,0
454,0,40,27229,0,2147483647,27229,0,0
455,0,43,29691,0,2147483647,4237,0,0
456,0,43,4237,0,2147483647,4237,0,0
457,0,40,29691,0,2147483647,4237,0,0
458,0,40,4237,0,2147483647,4237,0,0
459,0,46,29694,0,2147483647,14626,0,0
460,0,46,14626,0,2147483647,14626,0,0
461,0,139,29688,0,2147483647,27229,0,0
462,0,139,27229,0,2147483647,27229,0,0
463,0,46,29688,0,2147483647,27229,0,0
464,0,46,27229,0,2147483647,27229,0,0
465,0,43,29698,0,2147483647,15465,0,0
466,0,43,15465,0,2147483647,15465,0,0
467,0,43,29688,0,2147483647,27229,0,0
468,0,43,27229,0,2147483647,27229,0,0
469,0,46,29700,0,2147483647,15545,0,0
470,0,46,15545,0,2147483647,15545,0,0
471,0,40,29700,0,2147483647,15545,0,0
472,0,40,15545,0,2147483647,15545,0,0
473,0,67,29746,0,2147483647,15134,0,0
474,0,67,15134,0,2147483647,15134,0,0
475,0,46,29746,0,2147483647,15134,0,0
476,0,46,15134,0,2147483647,15134,0,0
478,0,40,15849,0,2147483647,15849,0,0
479,0,43,29700,0,2147483647,15545,0,0
480,0,43,15545,0,2147483647,15545,0,0
481,0,40,29753,0,2147483647,15133,0,0
482,0,40,15133,0,2147483647,15133,0,0
483,0,139,29700,0,2147483647,15545,0,0
484,0,139,15545,0,2147483647,15545,0,0
487,0,43,15849,0,2147483647,15849,0,0
488,0,46,29757,0,2147483647,13950,0,0
489,0,46,13950,0,2147483647,13950,0,0
490,0,139,29757,0,2147483647,13950,0,0
491,0,139,13950,0,2147483647,13950,0,0
492,0,58,29757,0,2147483647,13950,0,0
493,0,58,13950,0,2147483647,13950,0,0
494,0,43,29747,0,2147483647,13665,0,0
495,0,43,13665,0,2147483647,13665,0,0
496,0,40,29760,0,2147483647,14086,0,0
497,0,40,14086,0,2147483647,14086,0,0
498,0,43,29764,0,2147483647,15369,0,0
499,0,43,15369,0,2147483647,15369,0,0
500,0,43,29772,0,2147483647,15480,0,0
501,0,43,15480,0,2147483647,15480,0,0
502,0,46,29777,0,2147483647,16110,0,0
503,0,46,16110,0,2147483647,16110,0,0
504,0,40,29779,0,2147483647,2517,0,0
505,0,40,2517,0,2147483647,2517,0,0
506,0,40,29784,0,2147483647,27142,0,0
507,0,40,27142,0,2147483647,27142,0,0
508,0,43,29783,0,2147483647,16843,0,0
509,0,43,16843,0,2147483647,16843,0,0
510,0,43,29786,0,2147483647,15199,0,0
511,0,43,15199,0,2147483647,15199,0,0
512,0,46,29786,0,2147483647,15199,0,0
513,0,46,15199,0,2147483647,15199,0,0
514,0,139,29794,0,2147483647,15199,0,0
515,0,139,15199,0,2147483647,15199,0,0
516,0,40,29793,0,2147483647,14186,0,0
517,0,40,14186,0,2147483647,14186,0,0
519,0,40,14447,0,2147483647,14447,0,0
520,0,46,29378,0,2147483647,17004,0,0
521,0,46,17004,0,2147483647,17004,0,0
522,0,40,29803,0,2147483647,15540,0,0
523,0,40,15540,0,2147483647,15540,0,0
524,0,40,29807,0,2147483647,15265,0,0
525,0,40,15265,0,2147483647,15265,0,0
526,0,43,29793,0,2147483647,14186,0,0
527,0,43,14186,0,2147483647,14186,0,0
528,0,40,29808,0,2147483647,14617,0,0
529,0,40,14617,0,2147483647,14617,0,0
530,0,43,29831,0,2147483647,27207,0,0
531,0,43,27207,0,2147483647,27207,0,0
532,0,46,29839,0,2147483647,20979,0,0
533,0,46,20979,0,2147483647,20979,0,0
534,0,40,29765,0,2147483647,17009,0,0
535,0,79,29765,0,2147483647,17009,0,0
536,0,79,17009,0,2147483647,17009,0,0
537,0,43,29841,0,2147483647,27006,0,0
538,0,43,27006,0,2147483647,27006,0,0
539,0,40,29841,0,2147483647,27006,0,0
540,0,40,27006,0,2147483647,27006,0,0
541,0,40,29845,0,2147483647,13692,0,0
542,0,40,13692,0,2147483647,13692,0,0
543,0,43,29287,0,2147483647,16390,0,0
544,0,43,16390,0,2147483647,16390,0,0
545,0,46,29287,0,2147483647,16390,0,0
546,0,46,16390,0,2147483647,16390,0,0
547,0,46,29848,0,2147483647,15667,0,0
548,0,46,15667,0,2147483647,15667,0,0
549,0,43,29852,0,2147483647,23169,0,0
550,0,43,23169,0,2147483647,23169,0,0
551,0,46,29852,0,2147483647,23169,0,0
552,0,46,23169,0,2147483647,23169,0,0
553,0,40,29855,0,2147483647,29468,0,0
554,0,43,29848,0,2147483647,15667,0,0
555,0,43,15667,0,2147483647,15667,0,0
556,0,46,29856,0,2147483647,15913,0,0
557,0,46,15913,0,2147483647,15913,0,0
558,0,43,29855,0,2147483647,29468,0,0
559,0,40,29856,0,2147483647,15913,0,0
560,0,40,15913,0,2147483647,15913,0,0
561,0,46,29818,0,2147483647,15864,0,0
562,0,46,15864,0,2147483647,15864,0,0
563,0,139,29856,0,2147483647,15913,0,0
564,0,139,15913,0,2147483647,15913,0,0
565,0,46,29862,0,2147483647,16762,0,0
566,0,46,16762,0,2147483647,16762,0,0
567,0,139,29865,0,2147483647,16335,0,0
568,0,139,16335,0,2147483647,16335,0,0
569,0,43,29865,0,2147483647,16335,0,0
570,0,43,16335,0,2147483647,16335,0,0
571,0,40,29870,0,2147483647,27251,0,0
572,0,40,27251,0,2147483647,27251,0,0
573,0,43,29810,0,2147483647,15136,0,0
574,0,43,15136,0,2147483647,15136,0,0
575,0,46,29845,0,2147483647,13692,0,0
576,0,46,13692,0,2147483647,13692,0,0
577,0,46,29874,0,2147483647,15113,0,0
578,0,46,15113,0,2147483647,15113,0,0
579,0,46,29877,0,2147483647,21003,0,0
580,0,46,21003,0,2147483647,21003,0,0
581,0,139,29874,0,2147483647,15113,0,0
582,0,139,15113,0,2147483647,15113,0,0
583,0,43,29882,0,2147483647,15674,0,0
584,0,43,15674,0,2147483647,15674,0,0
585,0,40,29884,0,2147483647,16206,0,0
586,0,40,16206,0,2147483647,16206,0,0
587,0,43,29885,0,2147483647,27106,0,0
588,0,43,27106,0,2147483647,27106,0,0
589,0,40,29889,0,2147483647,4287,0,0
590,0,40,4287,0,2147483647,4287,0,0
591,0,40,29892,0,2147483647,27024,0,0
592,0,40,27024,0,2147483647,27024,0,0
593,0,40,29888,0,2147483647,15839,0,0
594,0,40,15839,0,2147483647,15839,0,0
595,0,43,29794,0,2147483647,15199,0,0
596,0,46,29794,0,2147483647,15199,0,0
597,0,43,29858,0,2147483647,16757,0,0
598,0,43,16757,0,2147483647,16757,0,0
599,0,40,29851,0,2147483647,27148,0,0
600,0,40,27148,0,2147483647,27148,0,0
601,0,139,29888,0,2147483647,15839,0,0
602,0,139,15839,0,2147483647,15839,0,0
603,0,46,29285,0,2147483647,15505,0,0
604,0,46,15505,0,2147483647,15505,0,0
605,0,46,29889,0,2147483647,4287,0,0
606,0,46,4287,0,2147483647,4287,0,0
607,0,40,29907,0,2147483647,14723,0,0
608,0,40,14723,0,2147483647,14723,0,0
609,0,46,29915,0,2147483647,12876,0,0
610,0,46,12876,0,2147483647,12876,0,0
611,0,46,29899,0,2147483647,15621,0,0
612,0,46,15621,0,2147483647,15621,0,0
613,0,40,29886,0,2147483647,21149,0,0
614,0,40,21149,0,2147483647,21149,0,0
615,0,40,29910,0,2147483647,15556,0,0
616,0,40,15556,0,2147483647,15556,0,0
617,0,43,29920,0,2147483647,16756,0,0
618,0,43,16756,0,2147483647,16756,0,0
619,0,43,29927,0,2147483647,2222,0,0
620,0,43,2222,0,2147483647,2222,0,0
621,0,139,29839,0,2147483647,20979,0,0
622,0,139,20979,0,2147483647,20979,0,0
623,0,40,29930,0,2147483647,15012,0,0
624,0,40,15012,0,2147483647,15012,0,0
625,0,40,29931,0,2147483647,21085,0,0
626,0,40,21085,0,2147483647,21085,0,0
628,0,46,27797,0,2147483647,27797,0,0
629,0,139,29935,0,2147483647,14684,0,0
630,0,139,14684,0,2147483647,14684,0,0
631,0,46,29910,0,2147483647,15556,0,0
632,0,46,15556,0,2147483647,15556,0,0
633,0,46,29935,0,2147483647,14684,0,0
