id,learner_userid,course_cat_id,course_id,module_id,activity_id,active,type,timecreated,timemodified
1385,32013,17,16,0,0,1,learning,"2022-05-07 04:37:32","2022-05-07 04:37:32"
1386,29839,17,17,0,0,1,learning,"2022-05-07 04:49:43","2022-05-07 04:49:43"
1387,29839,17,17,0,0,1,learning,"2022-05-07 04:51:09","2022-05-07 04:51:09"
1388,29839,17,17,0,0,1,learning,"2022-05-07 04:51:09","2022-05-07 04:51:09"
1389,32022,17,16,0,0,1,learning,"2022-05-07 04:52:16","2022-05-07 04:52:16"
1390,32022,17,16,0,0,1,learning,"2022-05-07 04:54:37","2022-05-07 04:54:37"
1391,30995,17,17,0,0,1,learning,"2022-05-07 04:55:07","2022-05-07 04:55:07"
1392,32018,17,16,0,0,1,learning,"2022-05-07 04:57:05","2022-05-07 04:57:05"
1393,32032,17,17,0,0,1,learning,"2022-05-07 05:03:36","2022-05-07 05:03:36"
1394,31948,17,17,0,0,1,learning,"2022-05-07 05:03:51","2022-05-07 05:03:51"
1395,32032,17,16,0,0,1,learning,"2022-05-07 05:03:53","2022-05-07 05:03:53"
1396,31948,17,16,0,0,1,learning,"2022-05-07 05:04:04","2022-05-07 05:04:04"
1397,32011,17,16,0,0,1,learning,"2022-05-07 05:05:09","2022-05-07 05:05:09"
1398,31948,17,16,0,0,1,learning,"2022-05-07 05:05:10","2022-05-07 05:05:10"
1399,32018,17,16,0,0,1,learning,"2022-05-07 05:05:48","2022-05-07 05:05:48"
1400,32002,17,16,0,0,1,learning,"2022-05-07 05:13:52","2022-05-07 05:13:52"
1401,31556,17,16,0,0,1,learning,"2022-05-07 05:24:20","2022-05-07 05:24:20"
1402,31556,17,16,0,0,1,learning,"2022-05-07 05:25:13","2022-05-07 05:25:13"
1403,29324,17,17,0,0,1,learning,"2022-05-07 05:25:29","2022-05-07 05:25:29"
1404,31556,17,16,0,0,1,learning,"2022-05-07 05:25:53","2022-05-07 05:25:53"
1405,31556,17,16,0,0,1,learning,"2022-05-07 05:26:24","2022-05-07 05:26:24"
1406,31556,17,16,0,0,1,learning,"2022-05-07 05:26:24","2022-05-07 05:26:24"
1407,29324,17,17,0,0,1,learning,"2022-05-07 05:26:47","2022-05-07 05:26:47"
1408,29324,17,16,0,0,1,learning,"2022-05-07 05:27:09","2022-05-07 05:27:09"
1409,29324,17,16,0,0,1,learning,"2022-05-07 05:30:14","2022-05-07 05:30:14"
1410,29324,17,16,0,0,1,learning,"2022-05-07 05:30:14","2022-05-07 05:30:14"
1411,32044,17,16,0,0,1,learning,"2022-05-07 05:35:21","2022-05-07 05:35:21"
1412,32044,17,17,0,0,1,learning,"2022-05-07 05:35:27","2022-05-07 05:35:27"
1413,32060,17,17,0,0,1,learning,"2022-05-07 05:51:36","2022-05-07 05:51:36"
1414,32076,17,17,0,0,1,learning,"2022-05-07 05:52:44","2022-05-07 05:52:44"
1416,31690,17,17,0,0,1,learning,"2022-05-07 05:58:47","2022-05-07 05:58:47"
1417,32081,17,17,0,0,1,learning,"2022-05-07 05:59:40","2022-05-07 05:59:40"
1418,32084,17,17,0,0,1,learning,"2022-05-07 06:00:42","2022-05-07 06:00:42"
1419,31528,17,16,0,0,1,learning,"2022-05-07 06:08:45","2022-05-07 06:08:45"
1420,30130,17,17,0,0,1,learning,"2022-05-07 06:11:55","2022-05-07 06:11:55"
1421,30481,17,17,0,0,1,learning,"2022-05-07 06:13:54","2022-05-07 06:13:54"
1422,32068,17,17,0,0,1,learning,"2022-05-07 06:14:39","2022-05-07 06:14:39"
1423,29818,17,16,0,0,1,learning,"2022-05-07 06:18:01","2022-05-07 06:18:01"
1424,29609,17,16,0,0,1,learning,"2022-05-07 06:19:25","2022-05-07 06:19:25"
1425,29609,17,16,0,0,1,learning,"2022-05-07 06:19:25","2022-05-07 06:19:25"
1426,29609,17,16,0,0,1,learning,"2022-05-07 06:20:17","2022-05-07 06:20:17"
1427,29609,17,16,0,0,1,learning,"2022-05-07 06:20:17","2022-05-07 06:20:17"
1428,32096,17,16,0,0,1,learning,"2022-05-07 06:21:43","2022-05-07 06:21:43"
1429,32105,17,17,0,0,1,learning,"2022-05-07 06:22:20","2022-05-07 06:22:20"
1430,32123,17,16,0,0,1,learning,"2022-05-07 06:30:41","2022-05-07 06:30:41"
1431,32136,17,16,0,0,1,learning,"2022-05-07 06:36:20","2022-05-07 06:36:20"
1432,32142,17,17,0,0,1,learning,"2022-05-07 06:38:42","2022-05-07 06:38:42"
1433,32091,17,17,0,0,1,learning,"2022-05-07 06:40:00","2022-05-07 06:40:00"
1434,31968,17,17,0,0,1,learning,"2022-05-07 06:40:10","2022-05-07 06:40:10"
1435,32116,17,17,0,0,1,learning,"2022-05-07 06:40:24","2022-05-07 06:40:24"
1436,32149,17,17,0,0,1,learning,"2022-05-07 06:42:10","2022-05-07 06:42:10"
1437,32143,17,17,0,0,1,learning,"2022-05-07 06:42:29","2022-05-07 06:42:29"
1439,32151,17,17,0,0,1,learning,"2022-05-07 06:43:38","2022-05-07 06:43:38"
1442,30718,17,17,0,0,1,learning,"2022-05-07 06:47:21","2022-05-07 06:47:21"
1443,32163,17,17,0,0,1,learning,"2022-05-07 06:50:05","2022-05-07 06:50:05"
1444,30718,17,17,0,0,1,learning,"2022-05-07 06:51:19","2022-05-07 06:51:19"
1445,32169,17,17,0,0,1,learning,"2022-05-07 06:52:20","2022-05-07 06:52:20"
1446,32169,17,17,0,0,1,learning,"2022-05-07 06:53:07","2022-05-07 06:53:07"
1447,32150,17,17,0,0,1,learning,"2022-05-07 06:53:30","2022-05-07 06:53:30"
1448,32169,17,16,0,0,1,learning,"2022-05-07 06:53:33","2022-05-07 06:53:33"
1449,32145,17,16,0,0,1,learning,"2022-05-07 06:54:03","2022-05-07 06:54:03"
1450,31429,17,16,0,0,1,learning,"2022-05-07 06:55:31","2022-05-07 06:55:31"
1451,31429,17,16,0,0,1,learning,"2022-05-07 06:55:31","2022-05-07 06:55:31"
1452,32156,17,17,0,0,1,learning,"2022-05-07 06:55:48","2022-05-07 06:55:48"
1453,32179,17,17,0,0,1,learning,"2022-05-07 06:56:17","2022-05-07 06:56:17"
1455,32179,17,17,0,0,1,learning,"2022-05-07 06:56:43","2022-05-07 06:56:43"
1456,30687,17,17,0,0,1,learning,"2022-05-07 06:57:04","2022-05-07 06:57:04"
1458,30360,17,17,0,0,1,learning,"2022-05-07 07:00:58","2022-05-07 07:00:58"
1459,32185,17,16,0,0,1,learning,"2022-05-07 07:02:53","2022-05-07 07:02:53"
1460,30492,17,16,0,0,1,learning,"2022-05-07 07:04:29","2022-05-07 07:04:29"
1464,32192,17,16,0,0,1,learning,"2022-05-07 07:09:07","2022-05-07 07:09:07"
1465,31491,17,16,0,0,1,learning,"2022-05-07 07:14:24","2022-05-07 07:14:24"
1466,31491,17,17,0,0,1,learning,"2022-05-07 07:14:31","2022-05-07 07:14:31"
1467,31491,17,17,0,0,1,learning,"2022-05-07 07:15:48","2022-05-07 07:15:48"
1468,32205,17,16,0,0,1,learning,"2022-05-07 07:21:34","2022-05-07 07:21:34"
1469,32218,17,17,0,0,1,learning,"2022-05-07 07:22:24","2022-05-07 07:22:24"
1470,32220,17,17,0,0,1,learning,"2022-05-07 07:24:15","2022-05-07 07:24:15"
1471,32228,17,17,0,0,1,learning,"2022-05-07 07:29:59","2022-05-07 07:29:59"
1472,32238,17,16,0,0,1,learning,"2022-05-07 07:32:27","2022-05-07 07:32:27"
1473,32203,17,16,0,0,1,learning,"2022-05-07 07:35:53","2022-05-07 07:35:53"
1474,32246,17,16,0,0,1,learning,"2022-05-07 07:36:09","2022-05-07 07:36:09"
1475,32203,17,16,0,0,1,learning,"2022-05-07 07:36:27","2022-05-07 07:36:27"
1476,32203,17,16,0,0,1,learning,"2022-05-07 07:36:27","2022-05-07 07:36:27"
1477,32203,17,16,0,0,1,learning,"2022-05-07 07:37:32","2022-05-07 07:37:32"
1478,32203,17,16,0,0,1,learning,"2022-05-07 07:37:32","2022-05-07 07:37:32"
1479,32203,17,16,0,0,1,learning,"2022-05-07 07:37:55","2022-05-07 07:37:55"
1480,32225,17,16,0,0,1,learning,"2022-05-07 07:38:33","2022-05-07 07:38:33"
1481,32213,17,16,0,0,1,learning,"2022-05-07 07:39:55","2022-05-07 07:39:55"
1482,32253,17,16,0,0,1,learning,"2022-05-07 07:41:12","2022-05-07 07:41:12"
1483,32225,17,16,0,0,1,learning,"2022-05-07 07:41:30","2022-05-07 07:41:30"
1484,32213,17,16,0,0,1,learning,"2022-05-07 07:41:44","2022-05-07 07:41:44"
1485,32256,17,16,0,0,1,learning,"2022-05-07 07:42:11","2022-05-07 07:42:11"
1486,30104,17,16,0,0,1,learning,"2022-05-07 07:44:18","2022-05-07 07:44:18"
1487,32256,17,16,0,0,1,learning,"2022-05-07 07:44:29","2022-05-07 07:44:29"
1488,32256,17,16,0,0,1,learning,"2022-05-07 07:44:29","2022-05-07 07:44:29"
1489,30104,17,16,0,0,1,learning,"2022-05-07 07:44:33","2022-05-07 07:44:33"
1490,30104,17,16,0,0,1,learning,"2022-05-07 07:44:33","2022-05-07 07:44:33"
1491,32256,17,16,0,0,1,learning,"2022-05-07 07:45:27","2022-05-07 07:45:27"
1492,30031,17,16,0,0,1,learning,"2022-05-07 07:45:55","2022-05-07 07:45:55"
1493,32256,17,16,0,0,1,learning,"2022-05-07 07:45:57","2022-05-07 07:45:57"
1494,32256,17,16,0,0,1,learning,"2022-05-07 07:45:57","2022-05-07 07:45:57"
1495,32263,17,17,0,0,1,learning,"2022-05-07 07:50:31","2022-05-07 07:50:31"
1496,32282,17,16,0,0,1,learning,"2022-05-07 07:54:08","2022-05-07 07:54:08"
1497,32283,17,17,0,0,1,learning,"2022-05-07 07:54:35","2022-05-07 07:54:35"
1498,32284,17,17,0,0,1,learning,"2022-05-07 07:55:50","2022-05-07 07:55:50"
1499,32293,17,17,0,0,1,learning,"2022-05-07 08:00:10","2022-05-07 08:00:10"
1500,32292,17,17,0,0,1,learning,"2022-05-07 08:00:15","2022-05-07 08:00:15"
1501,32293,17,17,0,0,1,learning,"2022-05-07 08:00:33","2022-05-07 08:00:33"
1502,32293,17,17,0,0,1,learning,"2022-05-07 08:00:39","2022-05-07 08:00:39"
1503,32299,17,16,0,0,1,learning,"2022-05-07 08:05:22","2022-05-07 08:05:22"
1504,32283,17,16,0,0,1,learning,"2022-05-07 08:06:18","2022-05-07 08:06:18"
1505,32263,17,17,0,0,1,learning,"2022-05-07 08:10:59","2022-05-07 08:10:59"
1506,32263,17,16,0,0,1,learning,"2022-05-07 08:12:07","2022-05-07 08:12:07"
1507,32302,17,17,0,0,1,learning,"2022-05-07 08:13:03","2022-05-07 08:13:03"
1508,32309,17,16,0,0,1,learning,"2022-05-07 08:13:27","2022-05-07 08:13:27"
1509,32027,17,17,0,0,1,learning,"2022-05-07 08:15:10","2022-05-07 08:15:10"
1510,32314,17,17,0,0,1,learning,"2022-05-07 08:15:44","2022-05-07 08:15:44"
1511,29280,17,17,0,0,1,learning,"2022-05-07 08:17:47","2022-05-07 08:17:47"
1512,29280,17,16,0,0,1,learning,"2022-05-07 08:18:03","2022-05-07 08:18:03"
1513,32323,17,17,0,0,1,learning,"2022-05-07 08:22:28","2022-05-07 08:22:28"
1514,29855,17,17,0,0,1,learning,"2022-05-07 08:25:25","2022-05-07 08:25:25"
1515,29855,17,17,0,0,1,learning,"2022-05-07 08:25:44","2022-05-07 08:25:44"
1516,32259,17,16,0,0,1,learning,"2022-05-07 08:27:22","2022-05-07 08:27:22"
1517,30841,17,16,0,0,1,learning,"2022-05-07 08:28:15","2022-05-07 08:28:15"
1518,30841,17,16,0,0,1,learning,"2022-05-07 08:28:15","2022-05-07 08:28:15"
1519,29855,17,17,0,0,1,learning,"2022-05-07 08:28:34","2022-05-07 08:28:34"
1520,32259,17,17,0,0,1,learning,"2022-05-07 08:29:31","2022-05-07 08:29:31"
1521,32329,17,16,0,0,1,learning,"2022-05-07 08:29:57","2022-05-07 08:29:57"
1522,32333,17,16,0,0,1,learning,"2022-05-07 08:30:43","2022-05-07 08:30:43"
1523,32329,17,16,0,0,1,learning,"2022-05-07 08:32:59","2022-05-07 08:32:59"
1524,32023,17,17,0,0,1,learning,"2022-05-07 08:33:06","2022-05-07 08:33:06"
1525,32329,17,17,0,0,1,learning,"2022-05-07 08:33:10","2022-05-07 08:33:10"
1526,32329,17,17,0,0,1,learning,"2022-05-07 08:34:40","2022-05-07 08:34:40"
1527,32023,17,17,0,0,1,learning,"2022-05-07 08:35:27","2022-05-07 08:35:27"
1528,32023,17,17,0,0,1,learning,"2022-05-07 08:35:27","2022-05-07 08:35:27"
1529,32027,17,17,0,0,1,learning,"2022-05-07 08:36:59","2022-05-07 08:36:59"
1530,31322,17,16,0,0,1,learning,"2022-05-07 08:37:19","2022-05-07 08:37:19"
1531,31322,17,16,0,0,1,learning,"2022-05-07 08:37:19","2022-05-07 08:37:19"
1532,32266,17,17,0,0,1,learning,"2022-05-07 08:41:26","2022-05-07 08:41:26"
1533,32347,17,16,0,0,1,learning,"2022-05-07 08:41:36","2022-05-07 08:41:36"
1534,32189,17,17,0,0,1,learning,"2022-05-07 08:45:32","2022-05-07 08:45:32"
1535,32362,17,17,0,0,1,learning,"2022-05-07 08:52:23","2022-05-07 08:52:23"
1536,30855,17,17,0,0,1,learning,"2022-05-07 08:55:47","2022-05-07 08:55:47"
1539,32379,17,16,0,0,1,learning,"2022-05-07 09:05:36","2022-05-07 09:05:36"
1540,32382,17,16,0,0,1,learning,"2022-05-07 09:06:25","2022-05-07 09:06:25"
1541,29609,17,16,0,0,1,learning,"2022-05-07 09:07:49","2022-05-07 09:07:49"
1542,29609,17,16,0,0,1,learning,"2022-05-07 09:07:49","2022-05-07 09:07:49"
1543,32384,17,16,0,0,1,learning,"2022-05-07 09:07:53","2022-05-07 09:07:53"
1544,32389,17,17,0,0,1,learning,"2022-05-07 09:17:18","2022-05-07 09:17:18"
1545,29393,17,16,0,0,1,learning,"2022-05-07 09:17:56","2022-05-07 09:17:56"
1546,32387,17,16,0,0,1,learning,"2022-05-07 09:18:02","2022-05-07 09:18:02"
1547,31968,17,17,0,0,1,learning,"2022-05-07 09:20:53","2022-05-07 09:20:53"
1550,30772,17,16,0,0,1,learning,"2022-05-07 09:32:17","2022-05-07 09:32:17"
1551,29966,17,17,0,0,1,learning,"2022-05-07 09:33:20","2022-05-07 09:33:20"
1552,29966,17,17,0,0,1,learning,"2022-05-07 09:33:20","2022-05-07 09:33:20"
1553,30772,17,16,0,0,1,learning,"2022-05-07 09:33:44","2022-05-07 09:33:44"
1554,31893,17,19,0,0,1,learning,"2022-05-07 09:35:18","2022-05-07 09:35:18"
1555,31893,17,16,0,0,1,learning,"2022-05-07 09:36:26","2022-05-07 09:36:26"
1556,29841,17,16,0,0,1,learning,"2022-05-07 09:37:58","2022-05-07 09:37:58"
1557,32420,17,17,0,0,1,learning,"2022-05-07 09:46:43","2022-05-07 09:46:43"
1558,29831,17,17,0,0,1,learning,"2022-05-07 09:47:39","2022-05-07 09:47:39"
1559,32420,17,17,0,0,1,learning,"2022-05-07 09:47:39","2022-05-07 09:47:39"
1560,32420,17,17,0,0,1,learning,"2022-05-07 09:48:28","2022-05-07 09:48:28"
1561,29831,17,17,0,0,1,learning,"2022-05-07 09:48:40","2022-05-07 09:48:40"
1562,29831,17,17,0,0,1,learning,"2022-05-07 09:48:47","2022-05-07 09:48:47"
1563,31687,17,16,0,0,1,learning,"2022-05-07 09:53:27","2022-05-07 09:53:27"
1564,32022,17,16,0,0,1,learning,"2022-05-07 10:01:53","2022-05-07 10:01:53"
1565,30175,17,17,0,0,1,learning,"2022-05-07 10:03:09","2022-05-07 10:03:09"
1566,30175,17,17,0,0,1,learning,"2022-05-07 10:03:09","2022-05-07 10:03:09"
1567,32091,17,17,0,0,1,learning,"2022-05-07 10:03:51","2022-05-07 10:03:51"
1568,32429,17,17,0,0,1,learning,"2022-05-07 10:21:49","2022-05-07 10:21:49"
1569,29273,17,16,0,0,1,learning,"2022-05-07 10:48:21","2022-05-07 10:48:21"
1570,30901,17,16,0,0,1,learning,"2022-05-07 11:09:51","2022-05-07 11:09:51"
1571,32458,17,16,0,0,1,learning,"2022-05-07 11:56:43","2022-05-07 11:56:43"
1572,32458,17,17,0,0,1,learning,"2022-05-07 11:58:09","2022-05-07 11:58:09"
1573,32458,17,16,0,0,1,learning,"2022-05-07 12:26:55","2022-05-07 12:26:55"
1574,32458,17,16,0,0,1,learning,"2022-05-07 12:27:13","2022-05-07 12:27:13"
1575,32458,17,16,0,0,1,learning,"2022-05-07 12:27:13","2022-05-07 12:27:13"
1576,32458,17,16,0,0,1,learning,"2022-05-07 12:27:25","2022-05-07 12:27:25"
1577,32458,17,16,0,0,1,learning,"2022-05-07 12:27:25","2022-05-07 12:27:25"
1578,32458,17,17,0,0,1,learning,"2022-05-07 12:29:17","2022-05-07 12:29:17"
1579,31590,17,17,0,0,1,learning,"2022-05-07 13:17:27","2022-05-07 13:17:27"
1580,30862,17,16,0,0,1,learning,"2022-05-07 18:41:44","2022-05-07 18:41:44"
1581,30862,17,17,0,0,1,learning,"2022-05-07 18:41:59","2022-05-07 18:41:59"
1582,30862,18,64,0,0,1,learning,"2022-05-07 18:42:44","2022-05-07 18:42:44"
1583,30862,18,64,0,0,1,learning,"2022-05-07 18:44:12","2022-05-07 18:44:12"
1584,30862,18,64,0,0,1,learning,"2022-05-07 18:44:33","2022-05-07 18:44:33"
1585,30862,18,67,0,0,1,learning,"2022-05-07 18:44:58","2022-05-07 18:44:58"
1586,32469,17,16,0,0,1,learning,"2022-05-07 18:45:23","2022-05-07 18:45:23"
1587,32469,17,16,0,0,1,learning,"2022-05-07 18:46:05","2022-05-07 18:46:05"
1588,32469,17,17,0,0,1,learning,"2022-05-07 18:46:19","2022-05-07 18:46:19"
1589,30862,17,17,0,0,1,learning,"2022-05-07 18:47:49","2022-05-07 18:47:49"
1590,30862,17,16,0,0,1,learning,"2022-05-07 18:47:55","2022-05-07 18:47:55"
1591,32464,17,16,0,0,1,learning,"2022-05-07 18:50:18","2022-05-07 18:50:18"
1592,29818,17,16,0,0,1,learning,"2022-05-07 19:21:43","2022-05-07 19:21:43"
1593,31968,17,17,0,0,1,learning,"2022-05-07 19:22:52","2022-05-07 19:22:52"
1594,32476,17,17,0,0,1,learning,"2022-05-07 19:25:49","2022-05-07 19:25:49"
1595,32477,17,17,0,0,1,learning,"2022-05-07 19:33:01","2022-05-07 19:33:01"
1596,32481,17,16,0,0,1,learning,"2022-05-07 19:39:12","2022-05-07 19:39:12"
1597,32481,17,17,0,0,1,learning,"2022-05-07 19:41:54","2022-05-07 19:41:54"
1599,30223,17,17,0,0,1,learning,"2022-05-07 19:53:47","2022-05-07 19:53:47"
1600,30223,17,17,0,0,1,learning,"2022-05-07 19:54:24","2022-05-07 19:54:24"
1601,30223,17,17,0,0,1,learning,"2022-05-07 19:54:24","2022-05-07 19:54:24"
1604,32487,17,17,0,0,1,learning,"2022-05-07 19:57:31","2022-05-07 19:57:31"
1605,32487,17,16,0,0,1,learning,"2022-05-07 20:05:10","2022-05-07 20:05:10"
1606,32076,17,17,0,0,1,learning,"2022-05-07 20:05:46","2022-05-07 20:05:46"
1607,32076,17,17,0,0,1,learning,"2022-05-07 20:06:17","2022-05-07 20:06:17"
1608,32076,17,16,0,0,1,learning,"2022-05-07 20:07:48","2022-05-07 20:07:48"
1609,32494,17,16,0,0,1,learning,"2022-05-07 20:11:28","2022-05-07 20:11:28"
1610,31096,17,17,0,0,1,learning,"2022-05-07 20:16:10","2022-05-07 20:16:10"
1611,32501,17,28,0,0,1,learning,"2022-05-07 20:18:54","2022-05-07 20:18:54"
1612,29855,17,16,0,0,1,learning,"2022-05-07 20:23:30","2022-05-07 20:23:30"
1613,29855,17,17,0,0,1,learning,"2022-05-07 20:26:14","2022-05-07 20:26:14"
1614,32503,17,16,0,0,1,learning,"2022-05-07 20:27:18","2022-05-07 20:27:18"
1615,31582,17,17,0,0,1,learning,"2022-05-07 20:27:54","2022-05-07 20:27:54"
1616,32076,17,16,0,0,1,learning,"2022-05-07 20:28:51","2022-05-07 20:28:51"
1617,32076,17,16,0,0,1,learning,"2022-05-07 20:30:29","2022-05-07 20:30:29"
1618,32076,17,16,0,0,1,learning,"2022-05-07 20:36:12","2022-05-07 20:36:12"
1619,30020,17,16,0,0,1,learning,"2022-05-07 20:41:47","2022-05-07 20:41:47"
1620,29818,17,17,0,0,1,learning,"2022-05-07 20:44:16","2022-05-07 20:44:16"
1621,29818,17,16,0,0,1,learning,"2022-05-07 20:44:50","2022-05-07 20:44:50"
1622,32023,17,17,0,0,1,learning,"2022-05-07 20:46:21","2022-05-07 20:46:21"
1623,31521,17,16,0,0,1,learning,"2022-05-07 20:51:57","2022-05-07 20:51:57"
1624,32517,17,16,0,0,1,learning,"2022-05-07 20:54:09","2022-05-07 20:54:09"
1625,32519,17,17,0,0,1,learning,"2022-05-07 21:04:22","2022-05-07 21:04:22"
1626,32525,17,17,0,0,1,learning,"2022-05-07 21:05:51","2022-05-07 21:05:51"
1627,30341,17,17,0,0,1,learning,"2022-05-07 21:08:34","2022-05-07 21:08:34"
1628,32521,17,17,0,0,1,learning,"2022-05-07 21:11:13","2022-05-07 21:11:13"
1629,32528,17,16,0,0,1,learning,"2022-05-07 21:13:13","2022-05-07 21:13:13"
1630,32518,17,16,0,0,1,learning,"2022-05-07 21:15:15","2022-05-07 21:15:15"
1631,30863,17,16,0,0,1,learning,"2022-05-07 21:23:18","2022-05-07 21:23:18"
1632,30863,17,16,0,0,1,learning,"2022-05-07 21:23:34","2022-05-07 21:23:34"
1633,30863,17,16,0,0,1,learning,"2022-05-07 21:23:34","2022-05-07 21:23:34"
1634,30863,17,16,0,0,1,learning,"2022-05-07 21:25:27","2022-05-07 21:25:27"
1635,30863,17,16,0,0,1,learning,"2022-05-07 21:26:48","2022-05-07 21:26:48"
1636,30863,17,16,0,0,1,learning,"2022-05-07 21:28:09","2022-05-07 21:28:09"
1637,30863,17,16,0,0,1,learning,"2022-05-07 21:28:28","2022-05-07 21:28:28"
1638,32532,17,16,0,0,1,learning,"2022-05-07 21:28:39","2022-05-07 21:28:39"
1639,30863,17,17,0,0,1,learning,"2022-05-07 21:30:19","2022-05-07 21:30:19"
1640,32350,17,16,0,0,1,learning,"2022-05-07 21:33:13","2022-05-07 21:33:13"
1641,32291,17,17,0,0,1,learning,"2022-05-07 21:36:16","2022-05-07 21:36:16"
1642,32538,17,17,0,0,1,learning,"2022-05-07 21:37:39","2022-05-07 21:37:39"
1643,32548,17,16,0,0,1,learning,"2022-05-07 21:57:20","2022-05-07 21:57:20"
1644,31528,17,16,0,0,1,learning,"2022-05-07 21:57:27","2022-05-07 21:57:27"
1645,32384,17,17,0,0,1,learning,"2022-05-07 21:59:02","2022-05-07 21:59:02"
1646,32554,17,16,0,0,1,learning,"2022-05-07 22:06:30","2022-05-07 22:06:30"
1647,32542,17,16,0,0,1,learning,"2022-05-07 22:07:48","2022-05-07 22:07:48"
1648,32458,17,16,0,0,1,learning,"2022-05-07 22:17:53","2022-05-07 22:17:53"
1649,32559,17,17,0,0,1,learning,"2022-05-07 22:19:42","2022-05-07 22:19:42"
1650,32458,17,16,0,0,1,learning,"2022-05-07 22:21:03","2022-05-07 22:21:03"
1651,32556,21,50,0,0,1,learning,"2022-05-07 22:22:00","2022-05-07 22:22:00"
1652,32458,17,16,0,0,1,learning,"2022-05-07 22:22:17","2022-05-07 22:22:17"
1653,32458,17,16,0,0,1,learning,"2022-05-07 22:23:42","2022-05-07 22:23:42"
1654,32458,17,21,0,0,1,learning,"2022-05-07 22:25:52","2022-05-07 22:25:52"
1655,32458,17,16,0,0,1,learning,"2022-05-07 22:25:59","2022-05-07 22:25:59"
1656,32458,17,16,0,0,1,learning,"2022-05-07 22:27:03","2022-05-07 22:27:03"
1657,32458,17,18,0,0,1,learning,"2022-05-07 22:30:19","2022-05-07 22:30:19"
1658,32486,17,17,0,0,1,learning,"2022-05-07 22:34:02","2022-05-07 22:34:02"
1659,32561,17,16,0,0,1,learning,"2022-05-07 22:35:59","2022-05-07 22:35:59"
1660,32142,17,17,0,0,1,learning,"2022-05-07 22:43:26","2022-05-07 22:43:26"
1661,32142,17,17,0,0,1,learning,"2022-05-07 22:43:27","2022-05-07 22:43:27"
1662,32142,17,17,0,0,1,learning,"2022-05-07 22:44:33","2022-05-07 22:44:33"
1663,32142,17,17,0,0,1,learning,"2022-05-07 22:44:33","2022-05-07 22:44:33"
1665,32309,17,16,0,0,1,learning,"2022-05-07 22:50:37","2022-05-07 22:50:37"
1666,32578,17,17,0,0,1,learning,"2022-05-07 22:52:20","2022-05-07 22:52:20"
1667,32579,17,17,0,0,1,learning,"2022-05-07 22:57:59","2022-05-07 22:57:59"
1668,32579,17,17,0,0,1,learning,"2022-05-07 22:58:37","2022-05-07 22:58:37"
1669,32569,17,16,0,0,1,learning,"2022-05-07 23:00:17","2022-05-07 23:00:17"
1670,32579,17,17,0,0,1,learning,"2022-05-07 23:00:27","2022-05-07 23:00:27"
1671,32579,17,17,0,0,1,learning,"2022-05-07 23:02:07","2022-05-07 23:02:07"
1672,32579,17,17,0,0,1,learning,"2022-05-07 23:03:11","2022-05-07 23:03:11"
1673,32578,17,16,0,0,1,learning,"2022-05-07 23:03:37","2022-05-07 23:03:37"
1674,32578,17,16,0,0,1,learning,"2022-05-07 23:04:38","2022-05-07 23:04:38"
1675,32578,17,16,0,0,1,learning,"2022-05-07 23:05:26","2022-05-07 23:05:26"
1676,32578,17,16,0,0,1,learning,"2022-05-07 23:05:26","2022-05-07 23:05:26"
1677,32585,17,17,0,0,1,learning,"2022-05-07 23:07:09","2022-05-07 23:07:09"
1678,31310,17,16,0,0,1,learning,"2022-05-07 23:18:20","2022-05-07 23:18:20"
1679,31310,17,16,0,0,1,learning,"2022-05-07 23:18:20","2022-05-07 23:18:20"
1680,32594,17,16,0,0,1,learning,"2022-05-07 23:21:31","2022-05-07 23:21:31"
1681,30955,17,17,0,0,1,learning,"2022-05-07 23:28:39","2022-05-07 23:28:39"
1682,32605,17,16,0,0,1,learning,"2022-05-07 23:41:12","2022-05-07 23:41:12"
1683,32612,17,16,0,0,1,learning,"2022-05-07 23:46:31","2022-05-07 23:46:31"
1684,32612,17,17,0,0,1,learning,"2022-05-07 23:48:08","2022-05-07 23:48:08"
1685,32485,17,16,0,0,1,learning,"2022-05-07 23:48:21","2022-05-07 23:48:21"
1686,32613,17,16,0,0,1,learning,"2022-05-07 23:48:46","2022-05-07 23:48:46"
1687,32613,17,17,0,0,1,learning,"2022-05-07 23:48:55","2022-05-07 23:48:55"
1688,32620,17,16,0,0,1,learning,"2022-05-07 23:59:59","2022-05-07 23:59:59"
1689,32624,17,17,0,0,1,learning,"2022-05-08 00:01:17","2022-05-08 00:01:17"
1690,32628,17,16,0,0,1,learning,"2022-05-08 00:02:35","2022-05-08 00:02:35"
1691,32636,17,16,0,0,1,learning,"2022-05-08 00:17:16","2022-05-08 00:17:16"
1692,32636,17,16,0,0,1,learning,"2022-05-08 00:17:33","2022-05-08 00:17:33"
1693,29818,17,28,0,0,1,learning,"2022-05-08 00:17:57","2022-05-08 00:17:57"
1694,32636,17,16,0,0,1,learning,"2022-05-08 00:18:01","2022-05-08 00:18:01"
1695,32636,17,16,0,0,1,learning,"2022-05-08 00:18:01","2022-05-08 00:18:01"
1696,32636,17,17,0,0,1,learning,"2022-05-08 00:18:23","2022-05-08 00:18:23"
1697,32637,17,16,0,0,1,learning,"2022-05-08 00:18:31","2022-05-08 00:18:31"
